station_name,lat,lon,network,call_id
TWENTY NINE PALMS,34.300,-116.167,USAF,690150
IND SPRNG RANGE 63,36.533,-115.567,USAF,690170
ABILENE DYESS AFB,32.433,-99.850,USAF,690190
LZ BULL / EXERCISE,33.067,-115.067,USAF,690584
FORT BRAGG / TEST,35.150,-78.900,USAF,691324
SPEED BAG AIRFIELD,33.267,-115.417,USAF,691414
FAIRCHILD AFB / EXERCISE,47.617,-117.667,USAF,691484
LADD AAF,64.833,-147.600,USAF,691774
CAMP BLANDING,29.967,-81.983,USAF,691804
CREECH AFB TMOS-P,36.583,-115.667,USAF,692584
MUSCATATUCK TRNG CTR,39.050,-85.617,USAF,692644
FOB MIAMI NTC/EXERCI,35.283,-116.350,USAF,692694
YUKON TEST AREA,64.721,-146.529,USAF,694604
RED PASS LAKE / NTC,35.267,-116.367,USAF,695414
AUX 2 / EXERCISE,32.533,-114.517,USAF,696454
TACTS AIRFIELD / EXERCISE,32.500,-114.150,USAF,696464
STOVAL AIRFIELD / EXERCISE,32.733,-113.633,USAF,697564
METMFR 29 PALMS,34.300,-116.150,USAF,698114
YUMA MCAS,32.650,-114.617,USAF,699604
PORTAGE GLACIER,60.785,-148.839,USAF,700001
SELAWIK,66.600,-159.986,USAF,700197
W POST-WILL ROGERS MEMORIAL AIRPORT,71.283,-156.782,USAF,700260
WAINWRIGHT AIRPORT,70.639,-159.995,USAF,700300
ATKA AIRPORT,52.220,-174.206,USAF,700631
BUCKLAND AIRPORT,65.983,-161.133,USAF,700632
UGNU-KUPRAUK AIRPORT,70.331,-149.598,USAF,700634
GALBRAITH LAKE AIRPORT,68.479,-149.490,USAF,700635
DEADHORSE AIRPORT,70.192,-148.477,USAF,700637
FALSE PASS,54.850,-163.417,USAF,700638
CAPE LISBURNE LRRS AIRPORT,68.867,-166.133,USAF,701040
POINT HOPE AIRPORT,68.350,-166.800,USAF,701043
RED DOG AIRPORT,68.031,-162.903,USAF,701045
CENTRAL AIRPORT,65.567,-144.765,USAF,701046
TIN CITY LRRS AIRPORT,65.563,-167.921,USAF,701170
BOB BARKER MEMORIAL AIRPORT,66.983,-160.433,USAF,701196
BOB BAKER MEM,66.976,-160.437,USAF,701196
POINT LAY LRRS AIRPORT,69.733,-163.005,USAF,701210
RALPH WIEN MEMORIAL AIRPORT,66.867,-162.633,USAF,701330
DEERING AIRPORT,66.069,-162.764,USAF,701333
NOATAK AIRPORT,67.566,-162.975,USAF,701335
WALES AIRPORT,65.617,-168.100,USAF,701337
CHEVAK AIRPORT,61.533,-165.583,USAF,701338
UMIAT,69.367,-152.133,USAF,701620
ANAKTUVUK PASS AIRPORT,68.167,-151.767,USAF,701625
AMBLER AIRPORT,67.100,-157.850,USAF,701718
SHUNGNAK AIRPORT,66.888,-157.162,USAF,701719
SHUNGNAK,66.888,-157.162,USAF,701719
INDIAN MOUNTAIN LRRS ARPT,66.000,-153.700,USAF,701730
BETTLES AIRPORT,66.917,-151.515,USAF,701740
CHANDALAR LAKE AIRPORT,67.511,-148.493,USAF,701745
PROSPECT CREEK AIRPORT,66.817,-150.650,USAF,701748
RALPH M CALHOUN MEML ARPT,65.175,-152.107,USAF,701780
MANLEY HOT SPRINGS,64.999,-150.638,USAF,701793
FORT YUKON AIRPORT,66.567,-145.267,USAF,701940
ARCTIC VILLAGE AIRPORT,68.115,-145.579,USAF,701945
EAGLE AIRPORT,64.777,-141.148,USAF,701975
NOME AIRPORT,64.511,-165.440,USAF,702000
ST MARY'S AIRPORT,62.062,-163.300,USAF,702005
KALTAG AIRPORT,64.327,-158.742,USAF,702006
SAVOONGA AIRPORT,63.687,-170.493,USAF,702035
ANVIK AIRPORT,62.650,-160.183,USAF,702075
EMMONAK,62.785,-164.491,USAF,702084
CAPE ROMANZOF LRRS ARPT,61.783,-166.033,USAF,702120
MEKORYUK AIRPORT,60.383,-166.200,USAF,702185
HOOPER BAY AIRPORT,61.524,-166.147,USAF,702186
BETHEL AIRPORT,60.785,-161.829,USAF,702190
GALENA AIRPORT,64.737,-156.934,USAF,702220
MC GRATH AIRPORT,62.957,-155.610,USAF,702310
FAREWELL LAKE SEAPLANE BASE,62.543,-153.623,USAF,702312
TATALINA LRRS AIRPORT,62.894,-155.976,USAF,702315
ANIAK AIRPORT,61.582,-159.543,USAF,702320
WASILLA AIRPORT,61.572,-149.541,USAF,702325
SPARREVOHN LRRS AIRPORT,61.100,-155.583,USAF,702350
MINCHUMINA,63.886,-152.302,USAF,702460
PUNTILLA LAKE,62.091,-152.735,USAF,702490
HAYES RIVER AIRPORT,61.983,-152.083,USAF,702495
TALKEETNA AIRPORT,62.320,-150.095,USAF,702510
SKWENTNA AIRPORT,61.977,-151.217,USAF,702550
KENAI MUNICIPAL AIRPORT,60.580,-151.239,USAF,702590
SOLDOTNA AIRPORT,60.476,-151.034,USAF,702595
NENANA MUNICIPAL AIRPORT,64.550,-149.072,USAF,702600
CHULITNA,62.826,-149.907,USAF,702606
HOONAH SEAPLANE BASE,58.096,-135.409,USAF,702607
FAIRBANKS INTERNATIONAL,64.804,-147.876,USAF,702610
WAINWRIGHT AAF AIRPORT,64.838,-147.614,USAF,702615
NIKOLAI,63.020,-154.360,USAF,702625
PILOT POINT,57.580,-157.580,USAF,702626
RUBY  AIRPORT,64.727,-155.470,USAF,702627
MARSHALL DON HUNTER SR,61.864,-162.026,USAF,702628
MCKINLEY NATIONAL PARK AIRPORT,63.733,-148.917,USAF,702645
HEALY RIVER AIRPORT,63.866,-148.969,USAF,702647
CANTWELL AIRPORT,63.391,-148.956,USAF,702648
EIELSON AFB AIRPORT,64.683,-147.083,USAF,702650
ALLEN ARMY AIRFIELD,63.994,-145.721,USAF,702670
ATQASUK EDWARD BURNELL SR. MEMORIAL AIRPORT,70.467,-157.436,USAF,702685
AKIAK,60.903,-161.231,USAF,702686
JONESVILLE MINE AIRPORT,61.714,-148.909,USAF,702695
NEW STUYAHOK,59.450,-157.330,USAF,702697
FT. RICHARDSON/BRYANT AHP  AK,61.267,-149.650,USAF,702700
GULKANA AIRPORT,62.159,-145.459,USAF,702710
SHEEP MOUNTAIN AIRPORT,61.812,-147.507,USAF,702711
SKELTON AIRPORT,61.949,-147.169,USAF,702715
SELAWIK,66.600,-159.986,USAF,702717
ELMENDORF AFB AIRPORT,61.253,-149.794,USAF,702720
LAKE HOOD SEAPLANE BASE,61.178,-149.966,USAF,702725
TED STEVENS ANCHORAGE INTL,61.169,-150.028,USAF,702730
MERRILL FIELD AIRPORT,61.217,-149.855,USAF,702735
PALMER MUNICIPAL AIRPORT,61.596,-149.092,USAF,702740
WILLOW AIRPORT,61.748,-150.054,USAF,702745
BIRCHWOOD AIRPORT,61.416,-149.507,USAF,702746
MCCARTHY AIRPORT,61.437,-142.904,USAF,702755
VALDEZ PIONEER FIELD AIRPORT,61.132,-146.244,USAF,702756
WHITTIER AIRPORT,60.783,-148.733,USAF,702757
ALPINE AIRSTRIP,70.344,-150.945,USAF,702758
SEWARD AIRPORT,60.128,-149.417,USAF,702770
NORTHWAY AIRPORT,62.962,-141.938,USAF,702910
DEVILS MOUNTAIN LODGE AIRPORT,62.402,-142.995,USAF,702913
DUFFY'S TAVERN AIRPORT,62.709,-143.981,USAF,702915
M.K.(MUDHOLE) SMITH ARPT,60.489,-145.451,USAF,702960
BIG RIVER LAKE,60.814,-152.297,USAF,702986
CAPE HEWENHAM LRRS AIRPORT,58.650,-162.067,USAF,703050
HOLY CROSS AIRPORT,62.183,-159.767,USAF,703051
KALSKAG AIRPORT,61.536,-160.341,USAF,703052
RUSSIAN MISSION AIRPORT,61.775,-161.319,USAF,703053
SCAMMON BAY,61.845,-165.571,USAF,703054
MANOKOTAK,58.990,-159.050,USAF,703055
MOUNTAIN VILLAGE AIRPORT,62.095,-163.682,USAF,703056
TOKSOOK BAY AIRPORT,60.541,-165.087,USAF,703057
KING COVE,55.170,-162.270,USAF,703059
IGIUGIG AIRPORT,59.324,-155.902,USAF,703061
ST PAUL ISLAND AIRPORT,57.155,-170.222,USAF,703080
COLD BAY AIRPORT,55.221,-162.733,USAF,703160
SAND POINT AIRPORT,55.319,-160.521,USAF,703165
DILLINGHAM AIRPORT,59.050,-158.517,USAF,703210
KING SALMON AIRPORT,58.683,-156.656,USAF,703260
PORT HEIDEN AIRPORT,56.959,-158.632,USAF,703330
CHIGNIK AIRPORT,56.311,-158.373,USAF,703333
EGEGIK AIRPORT,58.185,-157.386,USAF,703334
SOUTH NAKNEK ARPT,58.700,-157.000,USAF,703335
ILIAMNA AIRPORT,59.749,-154.909,USAF,703400
PORT ALSWORTH AIRPORT,60.204,-154.316,USAF,703406
SLEETMUTE AIRPORT,61.717,-157.150,USAF,703407
HOMER AIRPORT,59.642,-151.491,USAF,703410
KODIAK AIRPORT,57.751,-152.486,USAF,703500
TOGIAK AIRPORT,59.067,-160.367,USAF,703606
YAKUTAT AIRPORT,59.512,-139.671,USAF,703610
SKAGWAY AIRPORT,59.456,-135.324,USAF,703620
SELDOVIA AIRPORT,59.443,-151.702,USAF,703621
HAINES,59.243,-135.509,USAF,703626
NUIQSUT AIRPORT,70.212,-151.002,USAF,703644
HUSLIA AIRPORT,65.698,-156.351,USAF,703655
GUSTAVUS,58.411,-135.709,USAF,703670
JUNEAU INTERNATIONAL,58.357,-134.564,USAF,703810
ELFIN COVE SEAPLANE BASE,58.192,-136.344,USAF,703817
ST. GEORGE AIRPORT,56.600,-169.565,USAF,703835
KAKE AIRPORT,56.967,-133.900,USAF,703855
JAMES A JOHNSON AIRPORT,56.806,-132.937,USAF,703860
PORT ALEXANDER SPB,56.247,-134.645,USAF,703886
KOLIGANEK,59.730,-157.260,USAF,703925
ANNETTE ISLAND AIRPORT,55.039,-131.579,USAF,703980
ADAK NAS,51.883,-176.650,USAF,704540
REBERT (BOB) CURTIS MEMORIAL ARPT,66.818,-161.022,USAF,704898
BURWASH,61.371,-139.041,USAF,710010
CHURCHILL FALLS,53.567,-64.100,USAF,710020
LA GRANDE 4,53.750,-73.683,USAF,710030
ALBERT HALL AGCM,53.100,-111.167,USAF,710050
ALLIANCE AGCM,52.300,-111.767,USAF,710060
BARONS AGCM,50.017,-113.217,USAF,710070
BASSANO AGCM,50.883,-112.450,USAF,710080
BEISEKER AGCM,51.367,-113.350,USAF,710090
BELLSHILL AGCM,52.583,-111.467,USAF,710100
BIG VALLEY AGCM,51.983,-112.800,USAF,710110
CADOGAN AGCM,52.333,-110.500,USAF,710120
CRAIGMYLE AGCM,51.767,-112.250,USAF,710130
DELBURNE AGCM,52.183,-113.183,USAF,710140
MILK RIVER RIDGE RESEVOIR,49.283,-112.533,USAF,710150
BULLHORN HEADWATERS,49.150,-113.550,USAF,710160
STEFANSSON ISLAND  NU,73.750,-105.283,USAF,710170
RESOLUTE CS,74.717,-94.983,USAF,710180
ST LEONARD CS  NB,47.150,-67.817,USAF,710190
YOHIN  NWT,61.233,-123.733,USAF,710200
DEADMEN VALLEY  NWT,61.250,-124.467,USAF,710210
JIMMY LAKE,54.920,-109.950,USAF,710230
FORT VERMILION,58.383,-116.033,USAF,710240
MEDICINE HAT RCS,50.033,-110.717,USAF,710260
MAPLE PLAINS,46.300,-63.583,USAF,710267
INGONISH BEACH CS,46.667,-60.400,USAF,710270
TATLAYOKO LAKE RCS  BC,51.667,-124.400,USAF,710280
HOLMAN CS,70.750,-117.800,USAF,710290
GRAND MANAN SAR CS,44.700,-66.800,USAF,710300
PRINCETON CS  BC,49.467,-120.500,USAF,710320
CHETWYND,55.687,-121.627,USAF,710348
MAKKOVIK,55.083,-59.183,USAF,710349
LINDEN AGCM,51.617,-113.650,USAF,710350
GOLDEN,51.299,-116.982,USAF,710354
FORT LIARD,60.233,-123.483,USAF,710355
EKATI,64.700,-110.617,USAF,710356
DELINE,65.211,-123.436,USAF,710358
LAC MEMPHREMAGOG,45.270,-72.170,USAF,710359
DAUPHIN BARKER,51.101,-100.053,USAF,710360
GRANBY,45.367,-72.767,USAF,710367
FLIN FLON,54.678,-101.682,USAF,710376
GILLAM,56.370,-94.700,USAF,710377
DOAKTOWN AUTO RCS,46.600,-66.017,USAF,710380
CARMACKS CS,62.117,-136.200,USAF,710390
LATERRIERE  QUE,48.300,-71.117,USAF,710400
DELTA BURNS BOG,49.133,-123.000,USAF,710420
NORMAN WELLS,65.282,-126.798,USAF,710430
FORT GOOD HOPE,66.241,-128.651,USAF,710435
OLD CROW  YT,67.567,-139.833,USAF,710440
TESLIN (AUT)  YT,60.167,-132.733,USAF,710450
TESLIN,60.173,-132.743,USAF,710455
MANNWILLE AGCM,53.450,-111.250,USAF,710470
ACADIA VALLEY,51.050,-110.317,USAF,710480
WAGER BAY (AUT)  MAN,65.867,-89.433,USAF,710490
PUNTZI MOUNTAIN (AUT)  BC,52.100,-124.133,USAF,710500
MANYBERRIES AGCM,49.367,-110.683,USAF,710510
SACHS HARBOUR A,72.000,-125.267,USAF,710513
MARATHON,48.755,-86.344,USAF,710514
STORM HILLS,68.900,-133.930,USAF,710520
COLVILLE LAKE  NWT,67.021,-126.123,USAF,710550
FORT CHIPEWYAN RCS,58.767,-111.117,USAF,710560
DAWSON CREEK,55.733,-120.183,USAF,710563
DEASE LAKE,58.417,-130.033,USAF,710564
PRIMROSE LAKE DND,54.750,-110.050,USAF,710565
MOSSLEIGH AGCM,50.667,-113.333,USAF,710570
KEATS POINT NWT,69.667,-121.667,USAF,710580
CROKER RIVER,69.270,-119.220,USAF,710590
NORDEGG CS  ALTA,52.467,-116.067,USAF,710600
BARRHEAD CS,54.100,-114.450,USAF,710610
VIOLET GROVE CS  ALTA,53.150,-115.117,USAF,710620
OTTAWA CDA RCS  ONT,45.383,-75.717,USAF,710630
FORT RESOLUTION,61.181,-113.690,USAF,710633
CAPE PEEL WEST,69.030,-107.820,USAF,710640
MYRNAM AGCM,53.717,-111.117,USAF,710650
HIGH LEVEL,58.621,-117.165,USAF,710660
NEW SERPTA AGCM,53.267,-113.167,USAF,710670
PEACE RIVER,56.227,-117.447,USAF,710680
SLAVE LAKE,55.293,-114.777,USAF,710690
PAKOWKI LAKE AGCM,49.217,-111.133,USAF,710700
THUNDER BAY,48.367,-89.317,USAF,710720
QUEENSTOWN,50.600,-112.800,USAF,710730
ISACHSEN (AUT)  NU,78.783,-103.550,USAF,710740
COLLINS BAY  SASK,58.183,-103.700,USAF,710750
URANIUM CITY (AUT),59.567,-108.483,USAF,710760
BUFFALO NARROWS (AUT)   SASK,55.833,-108.433,USAF,710770
BUFFALO NARROWS,55.842,-108.418,USAF,710774
LYNN LAKE,56.864,-101.076,USAF,710780
THOMPSON,55.801,-97.864,USAF,710790
ALERT,82.518,-62.281,USAF,710823
PINCHER CREEK,49.517,-114.000,USAF,710850
FORT PROVIDENCE  NWT,61.317,-117.600,USAF,710870
ROWLEY ISLAND,69.070,-79.070,USAF,710880
RIBSTONE SOUTH AGCM,52.583,-110.350,USAF,710890
CLYDE RIVER,70.486,-68.517,USAF,710900
DEWAR LAKES,68.650,-71.170,USAF,710920
PANGNIRTUNG,66.145,-65.714,USAF,710934
CAPE DYER,66.650,-61.383,USAF,710940
REPULSE BAY,66.521,-86.225,USAF,710944
POND INLET,72.683,-77.967,USAF,710950
BROUGHTON ISLAND,67.530,-63.780,USAF,710960
QIKIQTARJUAQ,67.546,-64.031,USAF,710964
BREVOORT ISLAND,63.330,-64.150,USAF,710970
SANDY LAKE,53.067,-93.350,USAF,710980
FORT SEVERN,56.017,-87.683,USAF,710990
SANDSPIT AWOS  BC,53.250,-131.800,USAF,711010
RIVERCOURSE AGCM,53.017,-110.100,USAF,711020
QUESNEL,53.026,-122.510,USAF,711030
WILLIAMS LAKE,52.183,-122.054,USAF,711040
ROLLING HILLS AGCM,50.250,-111.700,USAF,711050
ABBOTSFORD,49.025,-122.363,USAF,711080
PORT HARDY,50.681,-127.367,USAF,711090
ST LAWRENCE,46.917,-55.383,USAF,711100
SANDSPIT,53.250,-131.800,USAF,711110
RICHMOND OPERATION CENTRE,49.167,-123.067,USAF,711120
AGASSIZ CS,49.250,-121.767,USAF,711130
HOPE (AUT)  BC,49.367,-121.483,USAF,711140
VERNON AUTO,50.217,-119.183,USAF,711150
ONEFOUR CDA  ALTA,49.117,-110.467,USAF,711160
WAINWRIGHT CFB AIRFIELD 21  ALTA,52.817,-111.100,USAF,711180
COLD LAKE,54.405,-110.279,USAF,711200
EDMONTON/NAMAO(MIL),53.667,-113.467,USAF,711210
BANFF CS,51.200,-115.550,USAF,711220
BANFF (MARS),51.200,-115.550,USAF,711226
EDMONTON INTL,53.310,-113.580,USAF,711230
EDMONTON VILLENEUVE,53.668,-113.854,USAF,711233
EDMONTON STONY PLAIN CS  ALTA,53.550,-114.100,USAF,711240
MEADOW LAKE  A,54.125,-108.523,USAF,711250
MEADOW LAKE (AUTO8),54.133,-108.533,USAF,711253
EDMONTON STONY PLAIN CS,53.550,-114.117,USAF,711270
KINDERSLEY,51.518,-109.181,USAF,711290
NIPAWIN AIRPORT,53.333,-104.000,USAF,711300
EASTEND CYPRESS (AUT)  SASK,49.433,-108.983,USAF,711310
STONY RAPIDS ARPT,59.250,-105.833,USAF,711320
SPIRITWOOD WEST  SASK,53.367,-107.550,USAF,711330
BEARTOOTH ISLAND,59.220,-109.700,USAF,711340
ROCKGLEN (AUT)  SASK,49.167,-105.983,USAF,711350
BRANDON RCS,49.900,-99.950,USAF,711360
VAL MARIE SOUTHEAST,49.067,-107.583,USAF,711370
YORKTON MUNI,51.265,-102.462,USAF,711380
CYPRESS HILLS PARK  SASK,49.650,-109.517,USAF,711390
BRANDON MUNI,49.917,-99.950,USAF,711400
SWIFT CURRENT AIRPORT,50.300,-107.683,USAF,711420
BACHELORS ISLAND MARINE  MAN,51.750,-99.900,USAF,711430
OAKPOINT MARINE  MAN,50.499,-98.037,USAF,711440
ISLAND LAKE AIRPORT,53.850,-94.650,USAF,711450
CARMAN U OF M CS  MAN,49.500,-98.033,USAF,711470
PILOT MOUND (AUT),49.183,-98.900,USAF,711480
MC CREARY,50.717,-99.533,USAF,711490
SHOAL LAKE CS  MAN,50.450,-100.600,USAF,711500
KENORA RCS,49.783,-94.367,USAF,711510
BURGEO NL,47.617,-57.617,USAF,711520
CARDSTON  ALTA,49.200,-113.283,USAF,711530
WATERTON PARK GATE,49.133,-113.817,USAF,711540
EDMONTON INTERNATIONAL CS  ALTA,53.300,-113.600,USAF,711550
EDSON CLIMATE,53.583,-116.467,USAF,711560
EDMONTON MUNICIPAL CR10  ALTA,53.567,-113.517,USAF,711570
BERENS RIVER CS  MAN,52.350,-97.033,USAF,711580
STEPHENVILLE RCS,48.567,-58.567,USAF,711590
FORT RELIANCE (AUT)  NWT,62.700,-109.150,USAF,711600
BROCKVILLE CLIMATE,44.633,-75.733,USAF,711610
INNER WHALEBACKS  NWT,61.917,-113.717,USAF,711620
LAC LA MARTRE  NWT,63.133,-117.250,USAF,711630
LITTLE CHICAGO  NWT,67.167,-130.217,USAF,711640
REA LAKES,64.117,-117.333,USAF,711650
TROUT LAKE  NWT,60.433,-121.233,USAF,711660
EDSON,53.567,-116.450,USAF,711670
SIOUX FALLS CLIMATE,43.733,-96.633,USAF,711680
CARBERRY CS,49.900,-99.350,USAF,711700
VINELAND STATION RCS  ONT,43.183,-79.400,USAF,711710
PARRY SOUND CCG  ONT,45.333,-80.033,USAF,711720
WHISTLER,50.133,-122.950,USAF,711750
CAPE KAKKIVIAK,59.980,-64.170,USAF,711760
CAPE KIGLAPAIT,57.130,-61.480,USAF,711770
TUKIALIK BAY,54.720,-58.350,USAF,711790
WRECKHOUSE,47.700,-59.300,USAF,711800
WINTERLAND  NFLD,47.133,-55.317,USAF,711810
CHURCHILL FALLS,53.550,-64.100,USAF,711820
MONTREAL/PIERRE ELLIOTT TRUDEAU INTL  QU,45.467,-73.733,USAF,711830
VARENNES  QUE,45.717,-73.383,USAF,711840
HOPE,49.367,-121.500,USAF,711870
GASPE,48.775,-64.479,USAF,711880
FUNDY PARK CS,45.600,-64.950,USAF,711910
TIMMINS CLIMATE,48.550,-81.383,USAF,711930
PEMBROKE CLIMATE,45.867,-77.250,USAF,711960
POOLS ISLAND,49.117,-53.583,USAF,711966
PORT AUX BASQUES,47.567,-59.150,USAF,711970
LAC SAINT- PIERRE  QUE,46.183,-72.917,USAF,711980
WATSON LAKE (AUT)  YT,60.117,-128.817,USAF,711990
ROSALIND AGCM,52.783,-112.433,USAF,712020
KELOWNA,49.956,-119.378,USAF,712030
MANKOTA,49.100,-107.017,USAF,712040
BELLA COOLA,52.388,-126.596,USAF,712060
SQUAMISH   BC,49.783,-123.167,USAF,712070
BIG TROUT LAKE,53.817,-89.900,USAF,712080
FORET MONTMORENCY RCS  QUE,47.317,-71.133,USAF,712120
EARLTON CLIMATE,47.683,-79.833,USAF,712130
BODO AGDM  ALTA,52.117,-110.100,USAF,712140
OSOYOOS CS  BC,49.033,-119.433,USAF,712150
NAKUSP CS  BC,50.267,-117.817,USAF,712160
CHAMPION AGDM  ALTA,50.267,-113.350,USAF,712170
SALMON ARM CS  BC,50.700,-119.283,USAF,712180
CLEARDALE AGDM  ALTA,56.300,-119.733,USAF,712210
DEASE LAKE (AUT),58.433,-130.033,USAF,712220
CONSORT AGDM  ALTA,51.933,-110.700,USAF,712230
DEL BONITA AGDM  ALTA,49.050,-112.817,USAF,712240
FOREMOST AGDM  ALTA,49.483,-111.483,USAF,712250
HIGH PRAIRIE AGDM  ALTA,55.383,-116.467,USAF,712260
HOLDEN AGDM  ALTA,53.183,-112.233,USAF,712270
KILLAM AGDM  ALTA,52.833,-111.867,USAF,712280
MANNING AGDM  ALTA,56.967,-117.450,USAF,712290
BEAVERLODGE RCS  ALTA,55.200,-119.400,USAF,712300
BOW ISLAND,49.733,-111.450,USAF,712310
BOW VALLEY  ALTA,51.083,-115.067,USAF,712320
BRETON PLOTS  ALTA,53.083,-114.433,USAF,712330
CLARESHOLM,50.000,-113.633,USAF,712340
COP UPPER  ALTA,51.067,-114.217,USAF,712350
CROWSNEST  ALTA,49.617,-114.483,USAF,712360
DRUMHELLER EAST  ALTA,51.433,-112.667,USAF,712370
ELK ISLAND NAT PARK  ALTA,53.683,-112.867,USAF,712380
CYORESS RIVER RCS,49.550,-99.067,USAF,712390
ESTHER 1  ALTA,51.667,-110.200,USAF,712400
LACOMBE CDA 2  ALTA,52.450,-113.750,USAF,712420
LETHBRIDGE CDA,49.700,-112.767,USAF,712430
MILK RIVER  ALTA,49.133,-112.050,USAF,712440
NAKISKA RIDGETOP  ALTA,50.933,-115.183,USAF,712450
RED EARTH  ALTA,56.533,-115.267,USAF,712460
MEDICINE HAT,50.017,-110.717,USAF,712470
SUNDRE A  ALTA,51.767,-114.683,USAF,712480
THREE HILLS,51.768,-113.206,USAF,712490
ST JOHNS WEST CLIMATE,47.517,-52.783,USAF,712500
VAUXHALL CDA CS  ALTA,50.050,-112.133,USAF,712510
WILLOW CREEK 1  ALTA,53.383,-118.333,USAF,712520
GARDEN RIVER  ALTA,58.700,-113.867,USAF,712530
CAMROSE  ALTA,53.033,-112.817,USAF,712540
MILDRED LAKE  ALTA,57.033,-111.550,USAF,712550
WHITECOURT  ALTA,54.150,-115.783,USAF,712560
MORRIN AGDM  ALTA,51.650,-112.667,USAF,712570
OLDS AGDM  ALTA,51.750,-114.067,USAF,712580
POLLOCKVILLE AGDM  ALTA,51.117,-111.700,USAF,712590
SAULT STE MARIE,46.485,-84.509,USAF,712600
GODERICH  ONT,43.767,-81.717,USAF,712610
NIAGARA DISTRICT,43.192,-79.172,USAF,712625
HAMILTON,43.174,-79.935,USAF,712630
SHEARWATER RCS,44.633,-63.517,USAF,712640
BUTTONVILLE MUNI,43.862,-79.370,USAF,712643
TORONTO CITY CENTRE,43.617,-79.383,USAF,712650
SMITHERS AIRPORT AUTO,54.817,-127.183,USAF,712680
SCHULER AGDM  ALTA,50.300,-110.083,USAF,712690
COLLINGWOOD  ONT,44.500,-80.217,USAF,712700
ATHABASCA AGCM,54.633,-113.383,USAF,712710
TADOULE LAKE,58.700,-98.500,USAF,712720
LOON LAKE,54.017,-109.133,USAF,712730
SMOKY LAKE AGDM  ALTA,54.267,-112.483,USAF,712740
ST. PAUL AGDM  ALTA,54.000,-111.267,USAF,712750
TWO HILLS AGDM  ALTA,53.617,-111.667,USAF,712760
VALLEYVIEW AGDM  ALTA,55.083,-117.183,USAF,712770
VERMILLION AGDM  ALTA,53.333,-110.867,USAF,712780
SEPT-ILES  QUE,50.217,-66.250,USAF,712790
GRENADIER ISLAND  ONT,44.417,-75.850,USAF,712810
LAGOON CITY  ONT,44.533,-79.217,USAF,712820
BROWNVALE AGCM,56.117,-117.883,USAF,712830
BUSBY AGCM,53.917,-113.917,USAF,712840
ABEE AGDM  ALTA,54.283,-112.967,USAF,712850
ANDREW AGDM  ALTA,53.917,-112.267,USAF,712860
ATMORE AGDM  ALTA,54.767,-112.817,USAF,712870
CAMBRIDGE BAY GSN  NU,69.100,-105.133,USAF,712880
STETTLER AGDM  ALTA,52.333,-112.583,USAF,712890
MACKENZIE,55.283,-123.133,USAF,712900
CAMERON FALLS (AUT)  ONT,49.150,-88.333,USAF,712910
YORKTON,51.267,-102.467,USAF,712920
BANCROFT AUTO  ONT,45.067,-77.867,USAF,712940
EAR FALLS (AUT),50.633,-93.217,USAF,712950
EGBERT CS  ONT,44.233,-79.783,USAF,712960
HAMILTON RBG CS  ONT,43.283,-79.900,USAF,712970
HARROW CDA AUTO,42.033,-82.900,USAF,712980
KAPUSKASING CDA ON  ONT,49.400,-82.433,USAF,712990
KEMPTVILLE CS  ONT,45.000,-75.633,USAF,713000
KIRKLAND LAKE CS  ONT,48.150,-80.000,USAF,713010
PRINCE GEORGE AIRPORT AUTO,53.883,-122.667,USAF,713020
POINT PELEE CS  ONT,41.933,-82.517,USAF,713030
BEAVER MINES,49.467,-114.183,USAF,713040
FORT CHIPEWYAN,58.767,-111.117,USAF,713050
INUKJUAK ARPT,58.467,-78.083,USAF,713060
RIDGETOWN RCS  ONT,42.450,-81.883,USAF,713070
TRACADIE  NS  NS,45.600,-61.667,USAF,713080
ST. PETERS  PEI,46.450,-62.567,USAF,713100
NAPPAN AUTO  NS,45.750,-64.233,USAF,713110
NIPAWIN  SASK,53.333,-104.000,USAF,713120
HAVRE ST PIERRE,50.283,-63.600,USAF,713130
BARRIE-ORO,44.480,-79.550,USAF,713140
CHARLO AUTO  NB,47.983,-66.333,USAF,713150
LACLABICHE CLIMATE  ALTA,54.767,-112.017,USAF,713160
DEBERT,45.417,-63.467,USAF,713170
CORONATION CLIMATE  ALTA,52.067,-111.433,USAF,713180
CHARLEVOIX (MRX),47.283,-70.633,USAF,713190
IQALUIT CLIMATE  NU,63.750,-68.550,USAF,713210
BEAUCEVILLE  QUE,46.200,-70.783,USAF,713230
OSBORNE HEAD DND,44.617,-63.417,USAF,713240
BEDFORD RANGE,44.750,-63.667,USAF,713250
HALIFAX WINDSOR PARK,44.650,-63.617,USAF,713270
ISLAND FALLS (AUT)  SASK,55.533,-102.350,USAF,713310
TADOULE LAKE CS  MAN,58.700,-98.500,USAF,713340
LA SCIE  NFLD,49.917,-55.667,USAF,713370
QIKIQTARJUAQ A  NU,67.533,-64.017,USAF,713380
MARYS HARBOUR,52.300,-55.833,USAF,713390
DAPP AGDM  ALTA,54.317,-113.950,USAF,713400
BROCKET AGDM  ALTA,49.617,-113.817,USAF,713410
OYEN AGDM  ALTA,51.383,-110.350,USAF,713420
WRENTHAM AGDM  ALTA,49.500,-112.117,USAF,713430
HUSSAR AGDM  ALTA,51.183,-112.500,USAF,713440
MASINASIN AGDM,49.133,-111.650,USAF,713450
BARNWELL AGDM  ALTA,49.800,-112.300,USAF,713460
