station_name,lat,lon,network,call_id
CSFR_63.5_-162.5,63.500,-162.500,CSFR,221436
CSFR_63.5_-162,63.500,-162.000,CSFR,221437
CSFR_63.5_-161.5,63.500,-161.500,CSFR,221438
CSFR_63.5_-161,63.500,-161.000,CSFR,221439
CSFR_63.5_-160.5,63.500,-160.500,CSFR,221440
CSFR_63.5_-160,63.500,-160.000,CSFR,221441
CSFR_63.5_-159.5,63.500,-159.500,CSFR,221442
CSFR_63.5_-159,63.500,-159.000,CSFR,221443
CSFR_63.5_-158.5,63.500,-158.500,CSFR,221444
CSFR_63.5_-158,63.500,-158.000,CSFR,221445
CSFR_63.5_-157.5,63.500,-157.500,CSFR,221446
CSFR_63.5_-157,63.500,-157.000,CSFR,221447
CSFR_63.5_-156.5,63.500,-156.500,CSFR,221448
CSFR_63.5_-156,63.500,-156.000,CSFR,221449
CSFR_63.5_-155.5,63.500,-155.500,CSFR,221450
CSFR_63.5_-155,63.500,-155.000,CSFR,221451
CSFR_63.5_-154.5,63.500,-154.500,CSFR,221452
CSFR_63.5_-154,63.500,-154.000,CSFR,221453
CSFR_63.5_-153.5,63.500,-153.500,CSFR,221454
CSFR_63.5_-153,63.500,-153.000,CSFR,221455
CSFR_63.5_-152.5,63.500,-152.500,CSFR,221456
CSFR_63.5_-152,63.500,-152.000,CSFR,221457
CSFR_63.5_-151.5,63.500,-151.500,CSFR,221458
CSFR_63.5_-151,63.500,-151.000,CSFR,221459
CSFR_63.5_-150.5,63.500,-150.500,CSFR,221460
CSFR_63.5_-150,63.500,-150.000,CSFR,221461
CSFR_63.5_-149.5,63.500,-149.500,CSFR,221462
CSFR_63.5_-149,63.500,-149.000,CSFR,221463
CSFR_63.5_-148.5,63.500,-148.500,CSFR,221464
CSFR_63.5_-148,63.500,-148.000,CSFR,221465
CSFR_63.5_-147.5,63.500,-147.500,CSFR,221466
CSFR_63.5_-147,63.500,-147.000,CSFR,221467
CSFR_63.5_-146.5,63.500,-146.500,CSFR,221468
CSFR_63.5_-146,63.500,-146.000,CSFR,221469
CSFR_63.5_-145.5,63.500,-145.500,CSFR,221470
CSFR_63.5_-145,63.500,-145.000,CSFR,221471
CSFR_63.5_-144.5,63.500,-144.500,CSFR,221472
CSFR_63.5_-144,63.500,-144.000,CSFR,221473
CSFR_63.5_-143.5,63.500,-143.500,CSFR,221474
CSFR_63.5_-143,63.500,-143.000,CSFR,221475
CSFR_63.5_-142.5,63.500,-142.500,CSFR,221476
CSFR_63.5_-142,63.500,-142.000,CSFR,221477
CSFR_63.5_-141.5,63.500,-141.500,CSFR,221478
CSFR_63.5_-141,63.500,-141.000,CSFR,221479
CSFR_63.5_-140.5,63.500,-140.500,CSFR,221480
CSFR_63.5_-140,63.500,-140.000,CSFR,221481
CSFR_63.5_-139.5,63.500,-139.500,CSFR,221482
CSFR_63.5_-139,63.500,-139.000,CSFR,221483
CSFR_63.5_-138.5,63.500,-138.500,CSFR,221484
CSFR_63.5_-138,63.500,-138.000,CSFR,221485
CSFR_63.5_-137.5,63.500,-137.500,CSFR,221486
CSFR_63.5_-137,63.500,-137.000,CSFR,221487
CSFR_63.5_-136.5,63.500,-136.500,CSFR,221488
CSFR_63.5_-136,63.500,-136.000,CSFR,221489
CSFR_63.5_-135.5,63.500,-135.500,CSFR,221490
CSFR_63.5_-135,63.500,-135.000,CSFR,221491
CSFR_63.5_-134.5,63.500,-134.500,CSFR,221492
CSFR_63.5_-134,63.500,-134.000,CSFR,221493
CSFR_63.5_-133.5,63.500,-133.500,CSFR,221494
CSFR_63.5_-133,63.500,-133.000,CSFR,221495
CSFR_63.5_-132.5,63.500,-132.500,CSFR,221496
CSFR_63.5_-132,63.500,-132.000,CSFR,221497
CSFR_63.5_-131.5,63.500,-131.500,CSFR,221498
CSFR_63.5_-131,63.500,-131.000,CSFR,221499
CSFR_63.5_-130.5,63.500,-130.500,CSFR,221500
CSFR_63.5_-130,63.500,-130.000,CSFR,221501
CSFR_63.5_-129.5,63.500,-129.500,CSFR,221502
CSFR_63.5_-129,63.500,-129.000,CSFR,221503
CSFR_63.5_-128.5,63.500,-128.500,CSFR,221504
CSFR_63.5_-128,63.500,-128.000,CSFR,221505
CSFR_63.5_-127.5,63.500,-127.500,CSFR,221506
CSFR_63.5_-127,63.500,-127.000,CSFR,221507
CSFR_63.5_-126.5,63.500,-126.500,CSFR,221508
CSFR_63.5_-126,63.500,-126.000,CSFR,221509
CSFR_63.5_-125.5,63.500,-125.500,CSFR,221510
CSFR_63.5_-125,63.500,-125.000,CSFR,221511
CSFR_63.5_-124.5,63.500,-124.500,CSFR,221512
CSFR_63.5_-124,63.500,-124.000,CSFR,221513
CSFR_63.5_-123.5,63.500,-123.500,CSFR,221514
CSFR_63.5_-123,63.500,-123.000,CSFR,221515
CSFR_63.5_-122.5,63.500,-122.500,CSFR,221516
CSFR_63.5_-122,63.500,-122.000,CSFR,221517
CSFR_63.5_-121.5,63.500,-121.500,CSFR,221518
CSFR_63.5_-121,63.500,-121.000,CSFR,221519
CSFR_63.5_-120.5,63.500,-120.500,CSFR,221520
CSFR_63.5_-120,63.500,-120.000,CSFR,221521
CSFR_63.5_-119.5,63.500,-119.500,CSFR,221522
CSFR_63.5_-119,63.500,-119.000,CSFR,221523
CSFR_63.5_-118.5,63.500,-118.500,CSFR,221524
CSFR_63.5_-118,63.500,-118.000,CSFR,221525
CSFR_63.5_-117.5,63.500,-117.500,CSFR,221526
CSFR_63.5_-117,63.500,-117.000,CSFR,221527
CSFR_63.5_-116.5,63.500,-116.500,CSFR,221528
CSFR_63.5_-116,63.500,-116.000,CSFR,221529
CSFR_63.5_-115.5,63.500,-115.500,CSFR,221530
CSFR_63.5_-115,63.500,-115.000,CSFR,221531
CSFR_63.5_-114.5,63.500,-114.500,CSFR,221532
CSFR_63.5_-114,63.500,-114.000,CSFR,221533
CSFR_63.5_-113.5,63.500,-113.500,CSFR,221534
CSFR_63.5_-113,63.500,-113.000,CSFR,221535
CSFR_63.5_-112.5,63.500,-112.500,CSFR,221536
CSFR_63.5_-112,63.500,-112.000,CSFR,221537
CSFR_63.5_-111.5,63.500,-111.500,CSFR,221538
CSFR_63.5_-111,63.500,-111.000,CSFR,221539
CSFR_63.5_-110.5,63.500,-110.500,CSFR,221540
CSFR_63.5_-110,63.500,-110.000,CSFR,221541
CSFR_63.5_-109.5,63.500,-109.500,CSFR,221542
CSFR_63.5_-109,63.500,-109.000,CSFR,221543
CSFR_63.5_-108.5,63.500,-108.500,CSFR,221544
CSFR_63.5_-108,63.500,-108.000,CSFR,221545
CSFR_63.5_-107.5,63.500,-107.500,CSFR,221546
CSFR_63.5_-107,63.500,-107.000,CSFR,221547
CSFR_63.5_-106.5,63.500,-106.500,CSFR,221548
CSFR_63.5_-106,63.500,-106.000,CSFR,221549
CSFR_63.5_-105.5,63.500,-105.500,CSFR,221550
CSFR_63.5_-105,63.500,-105.000,CSFR,221551
CSFR_63.5_-104.5,63.500,-104.500,CSFR,221552
CSFR_63.5_-104,63.500,-104.000,CSFR,221553
CSFR_63.5_-103.5,63.500,-103.500,CSFR,221554
CSFR_63.5_-103,63.500,-103.000,CSFR,221555
CSFR_63.5_-102.5,63.500,-102.500,CSFR,221556
CSFR_63.5_-102,63.500,-102.000,CSFR,221557
CSFR_63.5_-101.5,63.500,-101.500,CSFR,221558
CSFR_63.5_-101,63.500,-101.000,CSFR,221559
CSFR_63.5_-100.5,63.500,-100.500,CSFR,221560
CSFR_63.5_-100,63.500,-100.000,CSFR,221561
CSFR_63.5_-99.5,63.500,-99.500,CSFR,221562
CSFR_63.5_-99,63.500,-99.000,CSFR,221563
CSFR_63.5_-98.5,63.500,-98.500,CSFR,221564
CSFR_63.5_-98,63.500,-98.000,CSFR,221565
CSFR_63.5_-97.5,63.500,-97.500,CSFR,221566
CSFR_63.5_-97,63.500,-97.000,CSFR,221567
CSFR_63.5_-96.5,63.500,-96.500,CSFR,221568
CSFR_63.5_-96,63.500,-96.000,CSFR,221569
CSFR_63.5_-95.5,63.500,-95.500,CSFR,221570
CSFR_63.5_-95,63.500,-95.000,CSFR,221571
CSFR_63.5_-94.5,63.500,-94.500,CSFR,221572
CSFR_63.5_-94,63.500,-94.000,CSFR,221573
CSFR_63.5_-93.5,63.500,-93.500,CSFR,221574
CSFR_63.5_-93,63.500,-93.000,CSFR,221575
CSFR_63.5_-92.5,63.500,-92.500,CSFR,221576
CSFR_63.5_-92,63.500,-92.000,CSFR,221577
CSFR_63.5_-91.5,63.500,-91.500,CSFR,221578
CSFR_63.5_-91,63.500,-91.000,CSFR,221579
CSFR_63.5_-90.5,63.500,-90.500,CSFR,221580
CSFR_63.5_-90,63.500,-90.000,CSFR,221581
CSFR_63.5_-87,63.500,-87.000,CSFR,221587
CSFR_63.5_-86.5,63.500,-86.500,CSFR,221588
CSFR_63.5_-86,63.500,-86.000,CSFR,221589
CSFR_63.5_-85.5,63.500,-85.500,CSFR,221590
CSFR_63.5_-85,63.500,-85.000,CSFR,221591
CSFR_63.5_-84.5,63.500,-84.500,CSFR,221592
CSFR_63.5_-84,63.500,-84.000,CSFR,221593
CSFR_63.5_-82.5,63.500,-82.500,CSFR,221596
CSFR_63.5_-82,63.500,-82.000,CSFR,221597
CSFR_63.5_-81.5,63.500,-81.500,CSFR,221598
CSFR_63.5_-81,63.500,-81.000,CSFR,221599
CSFR_63.5_-80.5,63.500,-80.500,CSFR,221600
CSFR_63.5_-78.5,63.500,-78.500,CSFR,221604
CSFR_63.5_-78,63.500,-78.000,CSFR,221605
CSFR_63.5_-77.5,63.500,-77.500,CSFR,221606
CSFR_63.5_-77,63.500,-77.000,CSFR,221607
CSFR_63.5_-76.5,63.500,-76.500,CSFR,221608
CSFR_63.5_-72.5,63.500,-72.500,CSFR,221616
CSFR_63.5_-72,63.500,-72.000,CSFR,221617
CSFR_63.5_-71.5,63.500,-71.500,CSFR,221618
CSFR_63.5_-71,63.500,-71.000,CSFR,221619
CSFR_63.5_-70.5,63.500,-70.500,CSFR,221620
CSFR_63.5_-70,63.500,-70.000,CSFR,221621
CSFR_63.5_-69.5,63.500,-69.500,CSFR,221622
CSFR_63.5_-69,63.500,-69.000,CSFR,221623
CSFR_63.5_-68.5,63.500,-68.500,CSFR,221624
CSFR_63.5_-68,63.500,-68.000,CSFR,221625
CSFR_63.5_-67.5,63.500,-67.500,CSFR,221626
CSFR_63.5_-67,63.500,-67.000,CSFR,221627
CSFR_63.5_-66.5,63.500,-66.500,CSFR,221628
CSFR_63.5_-66,63.500,-66.000,CSFR,221629
CSFR_63.5_-65.5,63.500,-65.500,CSFR,221630
CSFR_63.5_-65,63.500,-65.000,CSFR,221631
CSFR_63.5_-64.5,63.500,-64.500,CSFR,221632
CSFR_63.5_-64,63.500,-64.000,CSFR,221633
CSFR_64_-161,64.000,-161.000,CSFR,222159
CSFR_64_-160.5,64.000,-160.500,CSFR,222160
CSFR_64_-160,64.000,-160.000,CSFR,222161
CSFR_64_-159.5,64.000,-159.500,CSFR,222162
CSFR_64_-159,64.000,-159.000,CSFR,222163
CSFR_64_-158.5,64.000,-158.500,CSFR,222164
CSFR_64_-158,64.000,-158.000,CSFR,222165
CSFR_64_-157.5,64.000,-157.500,CSFR,222166
CSFR_64_-157,64.000,-157.000,CSFR,222167
CSFR_64_-156.5,64.000,-156.500,CSFR,222168
CSFR_64_-156,64.000,-156.000,CSFR,222169
CSFR_64_-155.5,64.000,-155.500,CSFR,222170
CSFR_64_-155,64.000,-155.000,CSFR,222171
CSFR_64_-154.5,64.000,-154.500,CSFR,222172
CSFR_64_-154,64.000,-154.000,CSFR,222173
CSFR_64_-153.5,64.000,-153.500,CSFR,222174
CSFR_64_-153,64.000,-153.000,CSFR,222175
CSFR_64_-152.5,64.000,-152.500,CSFR,222176
CSFR_64_-152,64.000,-152.000,CSFR,222177
CSFR_64_-151.5,64.000,-151.500,CSFR,222178
CSFR_64_-151,64.000,-151.000,CSFR,222179
CSFR_64_-150.5,64.000,-150.500,CSFR,222180
CSFR_64_-150,64.000,-150.000,CSFR,222181
CSFR_64_-149.5,64.000,-149.500,CSFR,222182
CSFR_64_-149,64.000,-149.000,CSFR,222183
CSFR_64_-148.5,64.000,-148.500,CSFR,222184
CSFR_64_-148,64.000,-148.000,CSFR,222185
CSFR_64_-147.5,64.000,-147.500,CSFR,222186
CSFR_64_-147,64.000,-147.000,CSFR,222187
CSFR_64_-146.5,64.000,-146.500,CSFR,222188
CSFR_64_-146,64.000,-146.000,CSFR,222189
CSFR_64_-145.5,64.000,-145.500,CSFR,222190
CSFR_64_-145,64.000,-145.000,CSFR,222191
CSFR_64_-144.5,64.000,-144.500,CSFR,222192
CSFR_64_-144,64.000,-144.000,CSFR,222193
CSFR_64_-143.5,64.000,-143.500,CSFR,222194
CSFR_64_-143,64.000,-143.000,CSFR,222195
CSFR_64_-142.5,64.000,-142.500,CSFR,222196
CSFR_64_-142,64.000,-142.000,CSFR,222197
CSFR_64_-141.5,64.000,-141.500,CSFR,222198
CSFR_64_-141,64.000,-141.000,CSFR,222199
CSFR_64_-140.5,64.000,-140.500,CSFR,222200
CSFR_64_-140,64.000,-140.000,CSFR,222201
CSFR_64_-139.5,64.000,-139.500,CSFR,222202
CSFR_64_-139,64.000,-139.000,CSFR,222203
CSFR_64_-138.5,64.000,-138.500,CSFR,222204
CSFR_64_-138,64.000,-138.000,CSFR,222205
CSFR_64_-137.5,64.000,-137.500,CSFR,222206
CSFR_64_-137,64.000,-137.000,CSFR,222207
CSFR_64_-136.5,64.000,-136.500,CSFR,222208
CSFR_64_-136,64.000,-136.000,CSFR,222209
CSFR_64_-135.5,64.000,-135.500,CSFR,222210
CSFR_64_-135,64.000,-135.000,CSFR,222211
CSFR_64_-134.5,64.000,-134.500,CSFR,222212
CSFR_64_-134,64.000,-134.000,CSFR,222213
CSFR_64_-133.5,64.000,-133.500,CSFR,222214
CSFR_64_-133,64.000,-133.000,CSFR,222215
CSFR_64_-132.5,64.000,-132.500,CSFR,222216
CSFR_64_-132,64.000,-132.000,CSFR,222217
CSFR_64_-131.5,64.000,-131.500,CSFR,222218
CSFR_64_-131,64.000,-131.000,CSFR,222219
CSFR_64_-130.5,64.000,-130.500,CSFR,222220
CSFR_64_-130,64.000,-130.000,CSFR,222221
CSFR_64_-129.5,64.000,-129.500,CSFR,222222
CSFR_64_-129,64.000,-129.000,CSFR,222223
CSFR_64_-128.5,64.000,-128.500,CSFR,222224
CSFR_64_-128,64.000,-128.000,CSFR,222225
CSFR_64_-127.5,64.000,-127.500,CSFR,222226
CSFR_64_-127,64.000,-127.000,CSFR,222227
CSFR_64_-126.5,64.000,-126.500,CSFR,222228
CSFR_64_-126,64.000,-126.000,CSFR,222229
CSFR_64_-125.5,64.000,-125.500,CSFR,222230
CSFR_64_-125,64.000,-125.000,CSFR,222231
CSFR_64_-124.5,64.000,-124.500,CSFR,222232
CSFR_64_-124,64.000,-124.000,CSFR,222233
CSFR_64_-123.5,64.000,-123.500,CSFR,222234
CSFR_64_-123,64.000,-123.000,CSFR,222235
CSFR_64_-122.5,64.000,-122.500,CSFR,222236
CSFR_64_-122,64.000,-122.000,CSFR,222237
CSFR_64_-121.5,64.000,-121.500,CSFR,222238
CSFR_64_-121,64.000,-121.000,CSFR,222239
CSFR_64_-120.5,64.000,-120.500,CSFR,222240
CSFR_64_-120,64.000,-120.000,CSFR,222241
CSFR_64_-119.5,64.000,-119.500,CSFR,222242
CSFR_64_-119,64.000,-119.000,CSFR,222243
CSFR_64_-118.5,64.000,-118.500,CSFR,222244
CSFR_64_-118,64.000,-118.000,CSFR,222245
CSFR_64_-117.5,64.000,-117.500,CSFR,222246
CSFR_64_-117,64.000,-117.000,CSFR,222247
CSFR_64_-116.5,64.000,-116.500,CSFR,222248
CSFR_64_-116,64.000,-116.000,CSFR,222249
CSFR_64_-115.5,64.000,-115.500,CSFR,222250
CSFR_64_-115,64.000,-115.000,CSFR,222251
CSFR_64_-114.5,64.000,-114.500,CSFR,222252
CSFR_64_-114,64.000,-114.000,CSFR,222253
CSFR_64_-113.5,64.000,-113.500,CSFR,222254
CSFR_64_-113,64.000,-113.000,CSFR,222255
CSFR_64_-112.5,64.000,-112.500,CSFR,222256
CSFR_64_-112,64.000,-112.000,CSFR,222257
CSFR_64_-111.5,64.000,-111.500,CSFR,222258
CSFR_64_-111,64.000,-111.000,CSFR,222259
CSFR_64_-110.5,64.000,-110.500,CSFR,222260
CSFR_64_-110,64.000,-110.000,CSFR,222261
CSFR_64_-109.5,64.000,-109.500,CSFR,222262
CSFR_64_-109,64.000,-109.000,CSFR,222263
CSFR_64_-108.5,64.000,-108.500,CSFR,222264
CSFR_64_-108,64.000,-108.000,CSFR,222265
CSFR_64_-107.5,64.000,-107.500,CSFR,222266
CSFR_64_-107,64.000,-107.000,CSFR,222267
CSFR_64_-106.5,64.000,-106.500,CSFR,222268
CSFR_64_-106,64.000,-106.000,CSFR,222269
CSFR_64_-105.5,64.000,-105.500,CSFR,222270
CSFR_64_-105,64.000,-105.000,CSFR,222271
CSFR_64_-104.5,64.000,-104.500,CSFR,222272
CSFR_64_-104,64.000,-104.000,CSFR,222273
CSFR_64_-103.5,64.000,-103.500,CSFR,222274
CSFR_64_-103,64.000,-103.000,CSFR,222275
CSFR_64_-102.5,64.000,-102.500,CSFR,222276
CSFR_64_-102,64.000,-102.000,CSFR,222277
CSFR_64_-101.5,64.000,-101.500,CSFR,222278
CSFR_64_-101,64.000,-101.000,CSFR,222279
CSFR_64_-100.5,64.000,-100.500,CSFR,222280
CSFR_64_-100,64.000,-100.000,CSFR,222281
CSFR_64_-99.5,64.000,-99.500,CSFR,222282
CSFR_64_-99,64.000,-99.000,CSFR,222283
CSFR_64_-98.5,64.000,-98.500,CSFR,222284
CSFR_64_-98,64.000,-98.000,CSFR,222285
CSFR_64_-97.5,64.000,-97.500,CSFR,222286
CSFR_64_-97,64.000,-97.000,CSFR,222287
CSFR_64_-96.5,64.000,-96.500,CSFR,222288
CSFR_64_-96,64.000,-96.000,CSFR,222289
CSFR_64_-95.5,64.000,-95.500,CSFR,222290
CSFR_64_-95,64.000,-95.000,CSFR,222291
CSFR_64_-94.5,64.000,-94.500,CSFR,222292
CSFR_64_-94,64.000,-94.000,CSFR,222293
CSFR_64_-93.5,64.000,-93.500,CSFR,222294
CSFR_64_-93,64.000,-93.000,CSFR,222295
CSFR_64_-92.5,64.000,-92.500,CSFR,222296
CSFR_64_-92,64.000,-92.000,CSFR,222297
CSFR_64_-91.5,64.000,-91.500,CSFR,222298
CSFR_64_-91,64.000,-91.000,CSFR,222299
CSFR_64_-90.5,64.000,-90.500,CSFR,222300
CSFR_64_-90,64.000,-90.000,CSFR,222301
CSFR_64_-89.5,64.000,-89.500,CSFR,222302
CSFR_64_-89,64.000,-89.000,CSFR,222303
CSFR_64_-88.5,64.000,-88.500,CSFR,222304
CSFR_64_-88,64.000,-88.000,CSFR,222305
CSFR_64_-87,64.000,-87.000,CSFR,222307
CSFR_64_-86.5,64.000,-86.500,CSFR,222308
CSFR_64_-86,64.000,-86.000,CSFR,222309
CSFR_64_-85.5,64.000,-85.500,CSFR,222310
CSFR_64_-85,64.000,-85.000,CSFR,222311
CSFR_64_-84.5,64.000,-84.500,CSFR,222312
CSFR_64_-84,64.000,-84.000,CSFR,222313
CSFR_64_-83.5,64.000,-83.500,CSFR,222314
CSFR_64_-83,64.000,-83.000,CSFR,222315
CSFR_64_-82.5,64.000,-82.500,CSFR,222316
CSFR_64_-82,64.000,-82.000,CSFR,222317
CSFR_64_-81.5,64.000,-81.500,CSFR,222318
CSFR_64_-81,64.000,-81.000,CSFR,222319
CSFR_64_-80.5,64.000,-80.500,CSFR,222320
CSFR_64_-78,64.000,-78.000,CSFR,222325
CSFR_64_-77.5,64.000,-77.500,CSFR,222326
CSFR_64_-73,64.000,-73.000,CSFR,222335
CSFR_64_-72.5,64.000,-72.500,CSFR,222336
CSFR_64_-72,64.000,-72.000,CSFR,222337
CSFR_64_-71.5,64.000,-71.500,CSFR,222338
CSFR_64_-71,64.000,-71.000,CSFR,222339
CSFR_64_-70.5,64.000,-70.500,CSFR,222340
CSFR_64_-70,64.000,-70.000,CSFR,222341
CSFR_64_-69.5,64.000,-69.500,CSFR,222342
CSFR_64_-69,64.000,-69.000,CSFR,222343
CSFR_64_-68.5,64.000,-68.500,CSFR,222344
CSFR_64_-68,64.000,-68.000,CSFR,222345
CSFR_64_-67.5,64.000,-67.500,CSFR,222346
CSFR_64_-67,64.000,-67.000,CSFR,222347
CSFR_64_-66.5,64.000,-66.500,CSFR,222348
CSFR_64_-66,64.000,-66.000,CSFR,222349
CSFR_64_-65.5,64.000,-65.500,CSFR,222350
CSFR_64_-65,64.000,-65.000,CSFR,222351
CSFR_64_-64.5,64.000,-64.500,CSFR,222352
CSFR_64_-64,64.000,-64.000,CSFR,222353
CSFR_64.5_-166.5,64.500,-166.500,CSFR,222868
CSFR_64.5_-166,64.500,-166.000,CSFR,222869
CSFR_64.5_-165.5,64.500,-165.500,CSFR,222870
CSFR_64.5_-165,64.500,-165.000,CSFR,222871
CSFR_64.5_-164.5,64.500,-164.500,CSFR,222872
CSFR_64.5_-164,64.500,-164.000,CSFR,222873
CSFR_64.5_-163.5,64.500,-163.500,CSFR,222874
CSFR_64.5_-163,64.500,-163.000,CSFR,222875
CSFR_64.5_-162.5,64.500,-162.500,CSFR,222876
CSFR_64.5_-162,64.500,-162.000,CSFR,222877
CSFR_64.5_-161.5,64.500,-161.500,CSFR,222878
CSFR_64.5_-161,64.500,-161.000,CSFR,222879
CSFR_64.5_-160.5,64.500,-160.500,CSFR,222880
CSFR_64.5_-160,64.500,-160.000,CSFR,222881
CSFR_64.5_-159.5,64.500,-159.500,CSFR,222882
CSFR_64.5_-159,64.500,-159.000,CSFR,222883
CSFR_64.5_-158.5,64.500,-158.500,CSFR,222884
CSFR_64.5_-158,64.500,-158.000,CSFR,222885
CSFR_64.5_-157.5,64.500,-157.500,CSFR,222886
CSFR_64.5_-157,64.500,-157.000,CSFR,222887
CSFR_64.5_-156.5,64.500,-156.500,CSFR,222888
CSFR_64.5_-156,64.500,-156.000,CSFR,222889
CSFR_64.5_-155.5,64.500,-155.500,CSFR,222890
CSFR_64.5_-155,64.500,-155.000,CSFR,222891
CSFR_64.5_-154.5,64.500,-154.500,CSFR,222892
CSFR_64.5_-154,64.500,-154.000,CSFR,222893
CSFR_64.5_-153.5,64.500,-153.500,CSFR,222894
CSFR_64.5_-153,64.500,-153.000,CSFR,222895
CSFR_64.5_-152.5,64.500,-152.500,CSFR,222896
CSFR_64.5_-152,64.500,-152.000,CSFR,222897
CSFR_64.5_-151.5,64.500,-151.500,CSFR,222898
CSFR_64.5_-151,64.500,-151.000,CSFR,222899
CSFR_64.5_-150.5,64.500,-150.500,CSFR,222900
CSFR_64.5_-150,64.500,-150.000,CSFR,222901
CSFR_64.5_-149.5,64.500,-149.500,CSFR,222902
CSFR_64.5_-149,64.500,-149.000,CSFR,222903
CSFR_64.5_-148.5,64.500,-148.500,CSFR,222904
CSFR_64.5_-148,64.500,-148.000,CSFR,222905
CSFR_64.5_-147.5,64.500,-147.500,CSFR,222906
CSFR_64.5_-147,64.500,-147.000,CSFR,222907
CSFR_64.5_-146.5,64.500,-146.500,CSFR,222908
CSFR_64.5_-146,64.500,-146.000,CSFR,222909
CSFR_64.5_-145.5,64.500,-145.500,CSFR,222910
CSFR_64.5_-145,64.500,-145.000,CSFR,222911
CSFR_64.5_-144.5,64.500,-144.500,CSFR,222912
CSFR_64.5_-144,64.500,-144.000,CSFR,222913
CSFR_64.5_-143.5,64.500,-143.500,CSFR,222914
CSFR_64.5_-143,64.500,-143.000,CSFR,222915
CSFR_64.5_-142.5,64.500,-142.500,CSFR,222916
CSFR_64.5_-142,64.500,-142.000,CSFR,222917
CSFR_64.5_-141.5,64.500,-141.500,CSFR,222918
CSFR_64.5_-141,64.500,-141.000,CSFR,222919
CSFR_64.5_-140.5,64.500,-140.500,CSFR,222920
CSFR_64.5_-140,64.500,-140.000,CSFR,222921
CSFR_64.5_-139.5,64.500,-139.500,CSFR,222922
CSFR_64.5_-139,64.500,-139.000,CSFR,222923
CSFR_64.5_-138.5,64.500,-138.500,CSFR,222924
CSFR_64.5_-138,64.500,-138.000,CSFR,222925
CSFR_64.5_-137.5,64.500,-137.500,CSFR,222926
CSFR_64.5_-137,64.500,-137.000,CSFR,222927
CSFR_64.5_-136.5,64.500,-136.500,CSFR,222928
CSFR_64.5_-136,64.500,-136.000,CSFR,222929
CSFR_64.5_-135.5,64.500,-135.500,CSFR,222930
CSFR_64.5_-135,64.500,-135.000,CSFR,222931
CSFR_64.5_-134.5,64.500,-134.500,CSFR,222932
CSFR_64.5_-134,64.500,-134.000,CSFR,222933
CSFR_64.5_-133.5,64.500,-133.500,CSFR,222934
CSFR_64.5_-133,64.500,-133.000,CSFR,222935
CSFR_64.5_-132.5,64.500,-132.500,CSFR,222936
CSFR_64.5_-132,64.500,-132.000,CSFR,222937
CSFR_64.5_-131.5,64.500,-131.500,CSFR,222938
CSFR_64.5_-131,64.500,-131.000,CSFR,222939
CSFR_64.5_-130.5,64.500,-130.500,CSFR,222940
CSFR_64.5_-130,64.500,-130.000,CSFR,222941
CSFR_64.5_-129.5,64.500,-129.500,CSFR,222942
CSFR_64.5_-129,64.500,-129.000,CSFR,222943
CSFR_64.5_-128.5,64.500,-128.500,CSFR,222944
CSFR_64.5_-128,64.500,-128.000,CSFR,222945
CSFR_64.5_-127.5,64.500,-127.500,CSFR,222946
CSFR_64.5_-127,64.500,-127.000,CSFR,222947
CSFR_64.5_-126.5,64.500,-126.500,CSFR,222948
CSFR_64.5_-126,64.500,-126.000,CSFR,222949
CSFR_64.5_-125.5,64.500,-125.500,CSFR,222950
CSFR_64.5_-125,64.500,-125.000,CSFR,222951
CSFR_64.5_-124.5,64.500,-124.500,CSFR,222952
CSFR_64.5_-124,64.500,-124.000,CSFR,222953
CSFR_64.5_-123.5,64.500,-123.500,CSFR,222954
CSFR_64.5_-123,64.500,-123.000,CSFR,222955
CSFR_64.5_-122.5,64.500,-122.500,CSFR,222956
CSFR_64.5_-122,64.500,-122.000,CSFR,222957
CSFR_64.5_-121.5,64.500,-121.500,CSFR,222958
CSFR_64.5_-121,64.500,-121.000,CSFR,222959
CSFR_64.5_-120.5,64.500,-120.500,CSFR,222960
CSFR_64.5_-120,64.500,-120.000,CSFR,222961
CSFR_64.5_-119.5,64.500,-119.500,CSFR,222962
CSFR_64.5_-119,64.500,-119.000,CSFR,222963
CSFR_64.5_-118.5,64.500,-118.500,CSFR,222964
CSFR_64.5_-118,64.500,-118.000,CSFR,222965
CSFR_64.5_-117.5,64.500,-117.500,CSFR,222966
CSFR_64.5_-117,64.500,-117.000,CSFR,222967
CSFR_64.5_-116.5,64.500,-116.500,CSFR,222968
CSFR_64.5_-116,64.500,-116.000,CSFR,222969
CSFR_64.5_-115.5,64.500,-115.500,CSFR,222970
CSFR_64.5_-115,64.500,-115.000,CSFR,222971
CSFR_64.5_-114.5,64.500,-114.500,CSFR,222972
CSFR_64.5_-114,64.500,-114.000,CSFR,222973
CSFR_64.5_-113.5,64.500,-113.500,CSFR,222974
CSFR_64.5_-113,64.500,-113.000,CSFR,222975
CSFR_64.5_-112.5,64.500,-112.500,CSFR,222976
CSFR_64.5_-112,64.500,-112.000,CSFR,222977
CSFR_64.5_-111.5,64.500,-111.500,CSFR,222978
CSFR_64.5_-111,64.500,-111.000,CSFR,222979
CSFR_64.5_-110.5,64.500,-110.500,CSFR,222980
CSFR_64.5_-110,64.500,-110.000,CSFR,222981
CSFR_64.5_-109.5,64.500,-109.500,CSFR,222982
